                                 SITUATIA OBIECTELOR DE INVENTAR LA DATA 06/03/2004               

                                                                                                             
 -  -   -  -   -                                                                                             

CONTUL: 52=602.04.04.03.26.03.11 ALTE OBIECTE DE INVENTAR                            Uz/St 0=FOLOSINTA   GEST.(Ge):  1=ADM PIETELOR PITESTI
LOCUL UNDE SE AFLA: 50 = MAGAZIA CENTRALA       SURSA FINANTARE (F):  3=BUGET CAP.51.03  PROVENIENTA (P):  1 =INZ. ORG.CENTR.  pagina:     1
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  Nr.|                                          |        |          |       |    PRETUL     |           |               |Co-|Uz|Ge|Lo|F |P |          |  Procent  |
|  crt|         DENUMIREA MATERIALULUI           | NUMAR  | UNITATE  |STAREA |    UNITAR     | CANTITATE |    VALOARE    |nt |/ |  |cu|  |  |Data intr | actual de |
|     |                                          |  FISA  | MASURA   |       |               |           |               |   |St|  |  |  |  |          | folosire  |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  757| CISME CAUCIUC                            |   20462|   per    |  NOU  |      84093.00 |      3.000|        252279 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  758| CISME CAUCIUC                            |   20462|   per    |  NOU  |      84093.00 |      1.000|         84093 |109|FO| 1|52| 3| 1|01/01/2003|    11.944 |
|  759| CISME CAUCIUC                            |   20462|   per    |  NOU  |      84093.00 |      2.000|        168186 |109|FO| 1|53| 3| 1|01/01/2003|    11.944 |
|  760| CISME CAUCIUC                            |   20462|   per    |  NOU  |      84093.00 |      1.000|         84093 |109|FO| 1|54| 3| 1|01/01/2003|    11.944 |
|  761| CISME CAUCIUC                            |   20462|   per    |  NOU  |      84093.00 |      2.000|        168186 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  762| CISME CAUCIUC                            |   20462|   per    |  NOU  |      84093.00 |      2.000|        168186 |109|FO| 1|57| 3| 1|01/01/2003|    11.944 |
|  763| CISME CAUCIUC                            |   20462|   per    |  NOU  |      84093.00 |      1.000|         84093 |109|FO| 1|59| 3| 1|01/01/2003|    11.944 |
|  764| CISME CAUCIUC                            |   20462|   per    |  NOU  |      84093.00 |      1.000|         84093 |109|FO| 1|60| 3| 1|01/01/2003|    11.944 |
|  765| CISME CAUCIUC                            |   20462|   per    |  NOU  |      84093.00 |      2.000|        168186 |109|FO| 1|61| 3| 1|01/01/2003|    11.944 |
|  766| CISME CAUCIUC                            |   20462|   per    |  NOU  |      84093.00 |      1.000|         84093 |109|FO| 1|64| 3| 1|01/01/2003|    11.944 |
|  767| SORTURI ALBE                             |   20465|   buc    |  NOU  |      24290.00 |     10.000|        242900 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  768| SORTURI ALBE                             |   20465|   buc    |  NOU  |      24290.00 |     10.000|        242900 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  769| TRUSE SANITARE AUTO                      |   20466|   buc    |  NOU  |     201681.00 |      1.000|        201681 |109|FO| 1|58| 3| 1|01/01/2003|    11.944 |
|  770| TRIUNGHIURI REFLECT.                     |   20467|   buc    |  NOU  |     126050.00 |      1.000|        126050 |109|FO| 1|55| 3| 1|01/01/2003|    11.944 |
|  771| TRIUNGHIURI REFLECT.                     |   20467|   buc    |  NOU  |     126050.00 |      1.000|        126050 |109|FO| 1|58| 3| 1|01/01/2003|    11.944 |
|  772| CLESTE PATENT                            |   20469|   buc    |  NOU  |      42017.00 |      1.000|         42017 |109|FO| 1|52| 3| 1|01/01/2003|    11.944 |
|  773| CLESTE PATENT                            |   20469|   buc    |  NOU  |      42017.00 |      1.000|         42017 |109|FO| 1|57| 3| 1|01/01/2003|    11.944 |
|  774| CLESTE PATENT                            |   20469|   buc    |  NOU  |      42017.00 |      1.000|         42017 |109|FO| 1|64| 3| 1|01/01/2003|    11.944 |
|  775| CHIUVETA PAFS                            |   20470|   buc    |  NOU  |     117500.00 |      2.000|        235000 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  776| TELEV.PHILIPS 14 PT                      |   20471|   buc    |  NOU  |    1590336.00 |      1.000|       1590336 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  777| SUPORT PROSOP                            |   20472|   buc    |  NOU  |     107563.20 |     10.000|       1075632 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  778| SAVONIERE                                |   20473|   buc    |  NOU  |      18151.20 |     10.000|        181512 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  779| CALCT CITIZEN SDC8840 CONTRACT           |   20475|   buc    |  NOU  |     294958.00 |      2.000|        589916 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  780| SAPA                                     |   20476|   buc    |  NOU  |       8403.50 |      2.000|         16807 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  781| SAPALIGA                                 |   20477|   buc    |  NOU  |       5042.00 |      2.000|         10084 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  782| MASINA GAURIT MG 10/08.2000              |   20479|   buc    |  NOU  |     649750.00 |      1.000|        649750 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  783| COS GUNOI-T GALV.-PUBELE                 |   20480|   buc    |  NOU  |     346207.25 |     12.000|       4154487 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  784| COS GUNOI-T GALV.-PUBELE                 |   20480|   buc    |  NOU  |     346207.33 |      3.000|       1038622 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  785| COS GUNOI-T GALV.-PUBELE                 |   20480|   buc    |  NOU  |     346207.33 |      6.000|       2077244 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  786| COS GUNOI-T GALV.-PUBELE                 |   20480|   buc    |  NOU  |     346207.25 |      4.000|       1384829 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  787| HALATE DOC FEMEI.IX.2000                 |   20481|   buc    |  NOU  |      82500.00 |     11.000|        907500 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  788| HALATE DOC FEMEI.IX.2000                 |   20481|   buc    |  NOU  |      82500.00 |      5.000|        412500 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  789| HALATE DOC FEMEI.IX.2000                 |   20481|   buc    |  NOU  |      82500.00 |      9.000|        742500 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  790| SCARA AL ARHIVA IX.2000                  |   20482|   buc    |  NOU  |     383193.00 |      1.000|        383193 |109|FO| 1|36| 3| 1|01/01/2003|    11.944 |
|  791| RAFT EXP MARFA SIST BAR                  |   20483|   buc    |  NOU  |     494285.00 |      3.000|       1482855 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  792| RADIATOR EL 2000W/XI.2000                |   20484|   buc    |  NOU  |     425490.33 |      3.000|       1276471 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  793| MOCHETA BLEUMARIN                        |   20485|    mp    |  NOU  |      71428.57 |     40.000|       2857143 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  794| SINE PVC                                 |   20486|   buc    |  NOU  |    1211294.00 |      1.000|       1211294 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  795| GECI MATLASATE.XII.2000                  |   20487|   buc    |  NOU  |     450000.00 |      1.000|        450000 |109|FO| 1|52| 3| 1|01/01/2003|    11.944 |
|  796| GECI MATLASATE.XII.2000                  |   20487|   buc    |  NOU  |     450000.00 |      1.000|        450000 |109|FO| 1|53| 3| 1|01/01/2003|    11.944 |
|  797| GECI MATLASATE.XII.2000                  |   20487|   buc    |  NOU  |     450000.00 |      2.000|        900000 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  798| GECI MATLASATE.XII.2000                  |   20487|   buc    |  NOU  |     450000.00 |      1.000|        450000 |109|FO| 1|57| 3| 1|01/01/2003|    11.944 |
|  799| GECI MATLASATE.XII.2000                  |   20487|   buc    |  NOU  |     450000.00 |      1.000|        450000 |109|FO| 1|59| 3| 1|01/01/2003|    11.944 |
|  800| GECI MATLASATE.XII.2000                  |   20487|   buc    |  NOU  |     450000.00 |      1.000|        450000 |109|FO| 1|60| 3| 1|01/01/2003|    11.944 |
|  801| GECI MATLASATE.XII.2000                  |   20487|   buc    |  NOU  |     450000.00 |      1.000|        450000 |109|FO| 1|61| 3| 1|01/01/2003|    11.944 |
|  802| GECI MATLASATE.XII.2000                  |   20487|   buc    |  NOU  |     450000.00 |      1.000|        450000 |109|FO| 1|62| 3| 1|01/01/2003|    11.944 |
|  803| GECI MATLASATE.XII.2000                  |   20487|   buc    |  NOU  |     450000.00 |      1.000|        450000 |109|FO| 1|64| 3| 1|01/01/2003|    11.944 |
|  804| COMODA XII/2000                          |   20488|   buc    |  NOU  |    1473950.00 |      1.000|       1473950 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  805| ANTENA TV FIF.XII.2000                   |   20489|   buc    |  NOU  |     327731.00 |      1.000|        327731 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  806| SCAUNE TAPITATE.XII.2000                 |   20490|   buc    |  NOU  |     294117.65 |     20.000|       5882353 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  807| BOILER INSTANT                           |   20491|   buc    |  NOU  |    1302521.00 |      1.000|       1302521 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|CONTUL:109=603.04.04.03.26.03.11 ALTE OBIECTE DE INVENTAR                            Uz/St 0=FOLOSINTA   GEST.(Ge):  1=ADM PIETELOR PITESTI
LOCUL UNDE SE AFLA:  3 = PIATA TRIVALE          SURSA FINANTARE (F):  3=BUGET CAP.51.03  PROVENIENTA (P):  1 =INZ. ORG.CENTR.  pagina:    15
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  Nr.|                                          |        |          |       |    PRETUL     |           |               |Co-|Uz|Ge|Lo|F |P |          |  Procent  |
|  crt|         DENUMIREA MATERIALULUI           | NUMAR  | UNITATE  |STAREA |    UNITAR     | CANTITATE |    VALOARE    |nt |/ |  |cu|  |  |Data intr | actual de |
|     |                                          |  FISA  | MASURA   |       |               |           |               |   |St|  |  |  |  |          | folosire  |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  808| LAVOAR CU PICIOR                         |   20492|   buc    |  NOU  |     528571.00 |      1.000|        528571 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  809| PLUS PT FATA MASA                        |   20493|    ml    |  NOU  |     126890.94 |      5.300|        672522 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  810| SCAUN ROT.CU BRATE XII.2000              |   20494|   buc    |  NOU  |    1638655.00 |      1.000|       1638655 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  811| IMPRIMANTA EPSON LX30                    |   20496|   buc    |  NOU  |    4369748.00 |      1.000|       4369748 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  812| DALTI                                    |   20497|   buc    |  NOU  |      17962.00 |      3.000|         53886 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  813| DALTI                                    |   20497|   buc    |  NOU  |      17962.20 |      5.000|         89811 |109|FO| 1|59| 3| 1|01/01/2003|    11.944 |
|  814| CONVECTOR 01/001                         |   20498|   buc    |  NOU  |     483193.00 |      1.000|        483193 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  815| CALCL CITIZEN SDC 395 01/001             |   20499|   buc    |  NOU  |     494118.00 |      1.000|        494118 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  816| TRANSFORM.SUDURA 180 A                   |   20500|   buc    |  NOU  |    3352941.00 |      1.000|       3352941 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  817| BOILER 100L                              |   20501|   buc    |  NOU  |    2226891.00 |      1.000|       2226891 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  818| STAMP.COD FISCAL                         |   20502|   buc    |  NOU  |     158245.00 |      1.000|        158245 |109|FO| 1|32| 3| 1|01/01/2003|    11.944 |
|  819| STAMP.NR.1 UNIT.                         |   20503|   buc    |  NOU  |     212185.00 |      1.000|        212185 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  820| STAMP.DATIERA SECRETARIAT                |   20504|   buc    |  NOU  |     351429.00 |      1.000|        351429 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  821| STAMP.CONTR.PREVENT.2                    |   20505|   buc    |  NOU  |     351429.00 |      1.000|        351429 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  822| STAMP.INSP.RESURSE UMANE                 |   20506|   buc    |  NOU  |     121442.00 |      1.000|        121442 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  823| VAS WC FONTA TURCESC                     |   20507|   buc    |  NOU  |     716387.00 |      1.000|        716387 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  824| CALCULAT.BIROU CANON WS1600              |   20508|   buc    |  NOU  |     420168.00 |      2.000|        840336 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  825| COSURI GUNOI-PUBELE 06.2001              |   20509|   buc    |  NOU  |     418910.20 |      5.000|       2094551 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  826| COSURI GUNOI-PUBELE 06.2001              |   20509|   buc    |  NOU  |     418910.00 |      2.000|        837820 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  827| COSURI GUNOI-PUBELE 06.2001              |   20509|   buc    |  NOU  |     418910.25 |      4.000|       1675641 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  828| COSURI GUNOI-PUBELE 06.2001              |   20509|   buc    |  NOU  |     418910.20 |      5.000|       2094551 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  829| COSURI GUNOI-PUBELE 06.2001              |   20509|   buc    |  NOU  |     418910.25 |      4.000|       1675641 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  830| MESE METAL.PLIANTE 800/800/750           |   20510|   buc    |  NOU  |     419118.00 |     30.000|      12573540 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  831| GALANTARE RAME AL.GEAM                   |   20511|   buc    |  NOU  |    1250000.00 |      3.000|       3750000 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  832| GALANTARE RAME AL.GEAM                   |   20511|   buc    |  NOU  |    1250000.00 |      6.000|       7500000 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  833| COSURI GUNOI PUBELE XII.2001             |   20512|   buc    |  NOU  |     419875.00 |      4.000|       1679500 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  834| TOMBERON GUNOI 3 ROTI                    |   20513|   buc    |  NOU  |    3529412.00 |      3.000|      10588236 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  835| TOMBERON GUNOI 3 ROTI                    |   20513|   buc    |  NOU  |    3529412.00 |      2.000|       7058824 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  836| TOMBERON GUNOI 3 ROTI                    |   20513|   buc    |  NOU  |    3529412.00 |      1.000|       3529412 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  837| TOMBERON GUNOI 3 ROTI                    |   20513|   buc    |  NOU  |    3529412.00 |      1.000|       3529412 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  838| TOMBERON GUNOI 3 ROTI                    |   20513|   buc    |  NOU  |    3529412.00 |      2.000|       7058824 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  839| TOMBERON GUNOI 3 ROTI                    |   20513|   buc    |  NOU  |    3529412.00 |      1.000|       3529412 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  840| TOMBERON GUNOI 3 ROTI                    |   20513|   buc    |  NOU  |    3529412.00 |      1.000|       3529412 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  841| TOMBERON GUNOI 3 ROTI                    |   20513|   buc    |  NOU  |    3529412.00 |      1.000|       3529412 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  842| MESE PIATA ADP                           |   20514|   buc    |  NOU  |     101536.00 |     33.000|       3350688 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  843| MESE PIATA ADP                           |   20515|   buc    |  NOU  |     687611.00 |     52.000|      35755772 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  844| MESE PIATA ADP                           |   20515|   buc    |  NOU  |     687611.00 |      2.000|       1375222 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  845| MESE PIATA ADP                           |   20515|   buc    |  NOU  |     687611.00 |     21.000|      14439831 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  846| MESE PIATA ADP                           |   20516|   buc    |  NOU  |    1368958.14 |     22.000|      30117079 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  847| MESE PIATA ADP                           |   20516|   buc    |  NOU  |    1368958.15 |     20.000|      27379163 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  848| MESE PIATA ADP                           |   20516|   buc    |  NOU  |    1368958.20 |      5.000|       6844791 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  849| MESE PIATA ADP                           |   20516|   buc    |  NOU  |    1368958.13 |     23.000|      31486037 |109|FO| 1|21| 3| 1|01/01/2003|    11.944 |
|  850| MESE PIATA ADP                           |   20517|   buc    |  NOU  |    1648150.00 |     44.000|      72518600 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  851| MESE PIATA ADP                           |   20517|   buc    |  NOU  |    1648150.00 |      1.000|       1648150 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  852| GARD METALIC                             |   20518|    ml    |  NOU  |     224950.00 |     11.000|       2474450 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  853| CHIUVETA DIN BETON                       |   20519|   buc    |  NOU  |    2029486.00 |      2.000|       4058972 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  854| CHIUVETA DIN BETON                       |   20519|   buc    |  NOU  |    2029486.00 |      2.000|       4058972 |109|FO| 1|21| 3| 1|01/01/2003|    11.944 |
|  855| MASA PIATA ADP                           |   20520|   buc    |  NOU  |        500.00 |      3.000|          1500 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  856| MASA PIATA ADP                           |   20520|   buc    |  NOU  |        500.00 |      7.000|          3500 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  857| CONTOR APA GRUP SANIT TRAIAN             |   20521|   buc    |  NOU  |     421199.00 |      1.000|        421199 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  858| CONTOR APA GRUP SANIT TRAIAN             |   20522|   buc    |  NOU  |     863464.00 |      1.000|        863464 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  859| MESE PIATA ADP                           |   20523|   buc    |  NOU  |     553104.00 |     51.000|      28208304 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  860| TARC PEPENI                              |   20524|   buc    |  NOU  |    2380000.00 |      1.000|       2380000 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  861| GARD METALIC 12ML BIG                    |   20525|    ml    |  NOU  |    2699406.00 |      1.000|       2699406 |109|FO| 1|21| 3| 1|01/01/2003|    11.944 |
|  862| APOMETRU BIG                             |   20526|   buc    |  NOU  |     527170.00 |      1.000|        527170 |109|FO| 1|21| 3| 1|01/01/2003|    11.944 |
|  863| MESE PIATA ADP                           |   20527|   buc    |  NOU  |     101536.00 |      5.000|        507680 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  864| TARC PEPENI ADP                          |   20528|   buc    |  NOU  |    1580000.00 |      1.000|       1580000 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  865| TARC PEPENI ADP                          |   20528|   buc    |  NOU  |    1580000.00 |     19.000|      30020000 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|CONTUL:109=603.04.04.03.26.03.11 ALTE OBIECTE DE INVENTAR                            Uz/St 0=FOLOSINTA   GEST.(Ge):  1=ADM PIETELOR PITESTI
LOCUL UNDE SE AFLA: 99 = ADMINISTRATIE          SURSA FINANTARE (F):  3=BUGET CAP.51.03  PROVENIENTA (P):  1 =INZ. ORG.CENTR.  pagina:    16
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  Nr.|                                          |        |          |       |    PRETUL     |           |               |Co-|Uz|Ge|Lo|F |P |          |  Procent  |
|  crt|         DENUMIREA MATERIALULUI           | NUMAR  | UNITATE  |STAREA |    UNITAR     | CANTITATE |    VALOARE    |nt |/ |  |cu|  |  |Data intr | actual de |
|     |                                          |  FISA  | MASURA   |       |               |           |               |   |St|  |  |  |  |          | folosire  |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  866| FOTOLIU PRESIDENT                        |   20529|   buc    |  NOU  |    7773110.00 |      1.000|       7773110 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  867| APARAT TELEF RELATE 550                  |   20530|   buc    |  NOU  |     282000.00 |      1.000|        282000 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  868| APARAT TELEF VANGUARD                    |   20531|   buc    |  NOU  |     225000.00 |      1.000|        225000 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  869| TELEFON MOBIL NOKIA 6210                 |   20532|   buc    |  NOU  |    7900001.00 |      1.000|       7900001 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  870| TELEFON MOBIL NOKIA 6210                 |   20532|   buc    |  NOU  |    7900001.00 |      1.000|       7900001 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  871| AFISIER                                  |   20533|   buc    |  NOU  |    6302521.00 |      1.000|       6302521 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  872| AFISIER                                  |   20533|   buc    |  NOU  |    6302521.00 |      1.000|       6302521 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  873| POMPA ZUGRAVIT                           |   20534|   buc    |  NOU  |     613448.00 |      2.000|       1226896 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  874| CUTII SESIZARI PT CETATENI               |   20535|   buc    |  NOU  |     184874.00 |      1.000|        184874 | 52|FO| 1|50| 3| 1|01/01/2003|    11.944 |
|  875| CUTII SESIZARI PT CETATENI               |   20535|   buc    |  NOU  |     184874.00 |      1.000|        184874 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  876| CUTII SESIZARI PT CETATENI               |   20535|   buc    |  NOU  |     184874.00 |      1.000|        184874 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  877| CUTII SESIZARI PT CETATENI               |   20535|   buc    |  NOU  |     184874.00 |      1.000|        184874 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  878| CUTII SESIZARI PT CETATENI               |   20535|   buc    |  NOU  |     184874.00 |      1.000|        184874 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  879| CUTII SESIZARI PT CETATENI               |   20535|   buc    |  NOU  |     184874.00 |      1.000|        184874 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  880| CUTII SESIZARI PT CETATENI               |   20535|   buc    |  NOU  |     184874.00 |      1.000|        184874 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  881| CUTII SESIZARI PT CETATENI               |   20535|   buc    |  NOU  |     184874.00 |      1.000|        184874 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  882| CUTII SESIZARI PT CETATENI               |   20535|   buc    |  NOU  |     184874.00 |      1.000|        184874 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  883| CUTII SESIZARI PT CETATENI               |   20535|   buc    |  NOU  |     184874.00 |      1.000|        184874 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  884| CLESTE PT SIGILAT                        |   20536|   buc    |  NOU  |    1090000.00 |      1.000|       1090000 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  885| BACK UPS MULTI PATH 500VA                |   20537|   buc    |  NOU  |    3936000.00 |      1.000|       3936000 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  886| BACK UPS MULTI PATH 500VA                |   20537|   buc    |  NOU  |    3936000.00 |      2.000|       7872000 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  887| BONETE ALBE                              |   20538|   buc    |  NOU  |      28000.00 |     40.000|       1120000 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  888| COS GUNOI CU PEDALA                      |   20539|   buc    |  NOU  |     205882.00 |     10.000|       2058820 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  889| MANUSI MENAJ                             |   20540|   buc    |  NOU  |      12605.00 |     18.000|        226890 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  890| PERDELE BAIE                             |   20541|    ml    |  NOU  |      87395.00 |      2.000|        174790 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  891| CADITA                                   |   20542|   buc    |  NOU  |     100840.00 |      1.000|        100840 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  892| PAHARE                                   |   20543|   buc    |  NOU  |       6303.00 |     40.000|        252120 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  893| SET PAT ROZALIU ALB                      |   20544|   buc    |  NOU  |     495000.00 |    120.000|      59400000 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  894| VESTE VATUITE                            |   20545|   buc    |  NOU  |     270000.00 |      3.000|        810000 | 52|FO| 1|50| 3| 1|01/01/2003|    11.944 |
|  895| VESTE VATUITE                            |   20545|   buc    |  NOU  |     270000.00 |     17.000|       4590000 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  896| VESTE VATUITE                            |   20545|   buc    |  NOU  |     270000.00 |     10.000|       2700000 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  897| VESTE VATUITE                            |   20545|   buc    |  NOU  |     270000.00 |      7.000|       1890000 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  898| VESTE VATUITE                            |   20545|   buc    |  NOU  |     270000.00 |      6.000|       1620000 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  899| VESTE VATUITE                            |   20545|   buc    |  NOU  |     270000.00 |     10.000|       2700000 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  900| VESTE VATUITE                            |   20545|   buc    |  NOU  |     270000.00 |      5.000|       1350000 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  901| VESTE VATUITE                            |   20545|   buc    |  NOU  |     270000.00 |      1.000|        270000 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  902| VESTE VATUITE                            |   20545|   buc    |  NOU  |     270000.00 |      3.000|        810000 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  903| VESTE VATUITE                            |   20545|   buc    |  NOU  |     270000.00 |      1.000|        270000 |109|FO| 1|54| 3| 1|01/01/2003|    11.944 |
|  904| VESTE VATUITE                            |   20545|   buc    |  NOU  |     270000.00 |      1.000|        270000 |109|FO| 1|67| 3| 1|01/01/2003|    11.944 |
